書名,ISBN,適合對像
少年讀紅樓夢（三）青春大觀園,9789576584350,國中
少年讀紅樓夢（四）愁眉嘆冷月,9789576584367,國中
少年讀紅樓夢（五）花落水自流,9789576584374,國中
蘭亭序密碼,9789865607357,國中
璇璣圖密碼,9789869394437,國中
長安十二時辰（上）,9789863614760,國中
長安十二時辰（下）,9789863614777,國中
有故事的唐詩：經典名句是這樣來的,9789869727884,國中
民國文人檔案，重建中,9789571381794,國中
也許你該看看張愛玲,9789869953016,國中
古人比你更會玩1,9789571383989,國中
古人原來這樣過日子：地表最強的66堂中國歷史穿越課,9789863447481,國中
怪奇事物所：你知道嗎？其實我們都很怪！,9789571375762,國中
吃一場有趣的宋朝飯局,9789571361376,國中
只是開玩笑，竟然變被告？：中小學生最需要的24堂法律自保課,9789576583896,國中
故事臺灣史3：20個奠基臺灣的關鍵地點,9789575036096,國中
故事臺灣史2：22個改變臺灣的關鍵人物,9789575034955,國中
臺灣 沒說你不知道：生活在這塊土地的你可以拿來說嘴的七十則冷知識,9789571065519,國中
風暴之子：失落的臺灣古文明,9789863194897,國中
古埃及24小時歷史現場：穿越時空，目睹由木乃伊師傅、失眠法老王、酒醉女祭司、專業孝女和菜鳥盜墓者主演的一日實境秀,9789570855593,國中
爆笑世界史： 潮讀45位名人反差，帶你一次上手世界史！,9789576583964,國中
OSSO～歐美近代史原來很有事,9789579314565,國中
一目了然的國際衝突,9789570854770,國中
世界貧窮：我們窮不是因為懶惰,9789570854183,國中
少了微生物，我們連屁都放不出來：細菌病毒如何決定人類的生活，以及我們該如何自保？,9789578567511,國中
如果生物課都這麼ㄎㄧㄤ！【動物知識噴笑漫畫】豬狗貓激萌演出，笑到你滿地找頭,9789863843627,國中
有怪癖的動物超棒的！圖鑑,9789573284321,國中
怪奇科學研究所：42個腦洞大開的趣味科學故事,9789571380902,國中
漫畫科普冷知識王：世界其實很有事，生活才會那麼有意思！,9789865025922,國中
跟大師學創造力1：伽利略的大發現+25個酷科學實驗,9789869486194,國中
生活物理,9789864438686,國中
超圖解生活科技：250種現代機器運轉的祕密,9789864799381,國中
神奇酷科學20生存競爭大演化,9789864799053,國中
神奇酷科學19:對抗傳染病大作戰,9789864799046,國中
愛上營養學圖解版：簡明易懂！你的第一本營養學入門書,9789864432547,國中
工作細胞 1,9789864701438,國中
工作細胞 2,9789864701445,國中
出發吧！人體探險隊：揭開身體消化道、泌尿系統、骨骼肌肉、心臟血管……不可思議的祕密,9789869308496,國中
減塑生活：與塑膠和平分手，為海洋生物找回無塑藍海,9789570532296,國中
生態建築可以怎麼做?,9789579121422,國中
心臟的故事：令人著迷卻又難以捉摸的生命核心,9789861372808,國中
從法醫到人醫,9789571382333,國中
那個病人，我人生的醫生,9789861337234,國中
拜託了！數學先生,9789863441069,國中
逆轉騙數,9789862894743,國中
有病的其實是我媽，卻要我去諮商,9789861373010,國中
"給中學生的時間管理術 : 一輩子都要擁有的時間掌握力,現在開始學習!",9789862416983,國中
給中學生的筆記整理術：一輩子都需要的資料統整力，現在開始學習！,9789863980285,國中
從玩紙飛機到上太空夢想教室,9789869360852,國中
你的人生難關，三國都發生過！：說書人用26則三國人物的生存故事，讓你看懂職場黑暗面、看清人性與成敗,9789865071257,國中
我用打工學習這個世界：有關挫折、辛酸、老闆、現實社會，以及工作的27種樣貌,9789861336954,國中
別讓現在的壞事，趕走未來的好事,9789861754567,國中
你，很好：接受過去的你，喜歡現在的自己,9789861755038,國中
神啊!我不想再努力了，請直接告訴我成功的方法吧!,9789861754901,國中
比鬼故事更可怕的是你我身邊的故事,9789861337159,國中
不乖：比標準答案更重要的事,9789573326847,國中
我要成為甜點師！：一個人，從東京開始的追夢旅程,9789573280613,國中
Toku。度咕 : 台灣囝仔的童年往事,9789863363439,國中
不懂神話，就只能看裸體了啊：認識藝術的快速鍵，逛美術館不再若有所思、腦袋空空,9789869405591,國中
神啊，每天來點希臘神話負能量：寫給年輕人的希臘神話故事，西洋藝術、文學、戲劇，都從這裡開始,9789579072564,國中
用電影說印度：從婆羅門到寶萊塢，五千年燦爛文明背後的現實樣貌,9789869598538,國中
蚵仔煎的身世：台灣食物名小考,9789862623121,國中
舌尖上的人生廚房：43道料理、43則故事，以味蕾交織情感記憶，調理人間悲歡!,9789570854060,國中
種樹的男人,9574555771,國中
漫畫巴萊：台灣第一部霧社事件歷史漫畫,9789573267515,國中
穿條紋衣的男孩,9789573324201,國中
想念五月,9789863381426,國中
決戰王妃,9789861334714,國中
黑鳥湖畔的女巫,9789862115862,國中
獵書遊戲,9789869333986,國中
不愛讀書不是你的錯,9789862138786,國中
故事學：學校沒教，你也要會的表達力,9789577518392,國中
臺南歷史地圖散步,9789860577792,國中
克雷的橋,9789863596288,國中
最有梗的理科教室：燒杯君與他的理科小夥伴,9789575035518,國中
神奇酷科學18奇妙的消化工廠,9789864799039,國中
修煉Ⅱ千年之約,9789865988128,國中
修煉Ⅲ穿越神異界,9789865988494,國中
歷史刺繡人,9789575709907,國中
天地方程式2：巫覡的考驗,9789575036737,國中
回到秦朝大冒險：穿衣吃飯，全部從頭學,9789571366555,國中
Good Luck當幸運來敲門,9789861336183,國中
怪盜亞森．羅蘋1：神祕旅客,9789578640238,國中
怪盜亞森．羅蘋2：怪盜與名偵探,9789578640245,國中
怪盜亞森．羅蘋3：皇后的項鍊,9789578640252,國中
怪盜亞森．羅蘋4：少女奧坦絲的冒險,9789578640276,國中
怪盜亞森．羅蘋5：813之謎,9789578640290,國中
名偵探福爾摩斯1：紅髮俱樂部,9789578640313,國中
名偵探福爾摩斯2：鵝與藍寶石,9789578640368,國中
名偵探福爾摩斯3：最後一案,9789578640375,國中
名偵探福爾摩斯4：跳舞人形暗號,9789578640382,國中
名偵探福爾摩斯5：巴斯克維爾的獵犬,9789578640399,國中
給中學生的口語表達術：一輩子都要擁有的口語表達力，從現在開始學習！,9789862416952,國中
給中學生的專題寫作術：一輩子都需要的關鍵寫作力，從現在開始學習！,9789862416969,國中
給中學生的情緒管理術：一輩子都需要的情緒調適力，現在開始學習！,9789863980278,國中
哈利波特(1)：神秘的魔法石,9789573335566,國中
哈利波特(2)：消失的密室,9789573335900,國中
哈利波特(3)：阿茲卡班的逃犯,9789573336099,國中
哈利波特(4)火盃的考驗,9789573336396,國中
哈利波特(5)鳳凰會的密令,9789573336921,國中
哈利波特(6)混血王子的背叛,9789573337546,國中
給中小學生的藝術史（雕塑篇）,9789865837938,國中
給中小學生的藝術史（建築篇）,9789865837969,國中
給中小學生的藝術史（繪畫篇）,9789865837891,國中
怪物的孩子,9789863668343,國中
魯蛇俱樂部,9789573281733,國中
好朋友大對決,9789573285656,國中
臨界點：歷劫核冬的少年,9789863381488,國中
湯姆的午夜花園,9789863381655,國中
冰海之鯨,9789863380931,國中
水滸傳,9789869724067,國中
金魚男孩,9789570487435,國中
漂流木男孩,9789866789243,國中
成為更好的自己：未來少年的18堂心理必修課,9789865535308,國中
盛唐美學課：七種主題，教你做個唐朝文化人,9789571385556,國中
神婆的歡喜生活,9789571393452,國中
穿越撒哈拉：流浪，走向風沙未竟之地,9789573334989,國中
阿米1：星星的小孩(二版),9789862137628,國中
阿米2：宇宙之心(二版),9789862137635,國中
阿米3：愛的文明(二版),9789862137642,國中
莎拉巴！致失衡的歲月（上）,9789864751266,國中
莎拉巴！致失衡的歲月（下）,9789864751273,國中
狼王羅伯：「動物文學之父」西頓不朽經典【完整收錄1898年初版手繪插圖90張】,9789570487411,國中
塔利班與女裁縫,9789866513398,國中
遇見莫那．魯道,9789865988746,國中
白玉苦瓜,9789574444939,國中
有關地理的100個知識,9789866260063,國中
為了與你相遇,9789861333991,國中
看得到的化學：你一輩子都會用到的化學元素知識,9789866526671,國中
中小學生經濟生活觀察日記：時間和金錢有限，學習做最好的選擇,9789577518590,國中
續．臺灣沒說你不知道：生活在紛擾年代，七十則包山包海、愛鄉愛土的冷知識,9789571081618,國中
神加了逗號的地方，別忙著改成句點：印度寓言集，比伊索寓言引人頓悟、比1001夜欲罷不能的「惑」然開朗處方。,9789865548520,國中
星期五的沒事教室,9789578544468,國中
台南小王子,9789577518583,國中
希望在這裡（三版）,9789862111475,國中
旅行，或許是該留些遺憾：我的步城文旅圖,9789869943673,國中
巷弄裡的台灣味：22道庶民美食與它們的故事,9789571385334,國中
那些生命中的微光,9789865250324,國中
今晚不背公式，只說故事：8位影響世界的臺灣研究學者,9789575036959,國中
有故事的宋詞：經典名句是這樣來的,9789869727877,國中
不去會死,9789866179266,國中
這樣的歷史課我可以：歐美近代史原來很有事2,9789865596361,國中
發現，臺灣風土之美,9789575749880,國中
戀愛動物圖鑑：令人驚訝又感動的有趣求婚特集！趣味十足的戀愛場面令人目不暇給、歡笑連連！,9789864012664,國中
撞臉動物圖鑑：相似度爆表的自然界動物,9789864756872,國中
超圖解微生物圖鑑：生物學家教你認識人類不可或缺的鄰居,9789865115487,國中
法布爾的微觀世界：昆蟲觀察X科學實驗X自然書寫,9789575036089,國中
以動物為鏡：12堂人與動物關係的生命思辨,9789864930951,國中
別讓世界只剩下動物園：我在非洲野生動物保育現場,9789864930883,國中
時光守護者,9789862133750,國中
許願地球儀,9789570856750,國中
甲蟲男孩2：女王再臨,9789575035228,國中
遇見虎靈的女孩,9789571470191,國中
聖誕樹,9789865569051,國中
橡樹部落II：艾莉莎的眼淚,9789863380207,國中
浴簾後,9789862111352,國中
82年生的金智英,9789864892655,國中
科學大師的求學、戀愛與理念(物理篇),9789861987248,國中
科學大師的求學、戀愛與理念(化學篇),9789861987255,國中
科學築夢大現場01：一起離開地球上太空！：ARRC自製火箭,9789869354554,國中
小錯誤大發明40個發明的小故事,9789866798634,國中
與十九世紀傑出女性科學探險家相遇：因為她們，世界變得更好,9789578423770,國中
燦爛千陽,9789866973635,國中
想把餘生的溫柔都給你,9789865100810,國中
來自天堂的第一通電話,9789862135419,國中
回憶當鋪,9789866104329,國中
時光膠囊株式會社,9789869555814,國中
回憶修理工廠,9789573337201,國中
獅子的點心：2020本屋大賞TOP2！小川糸全新小說，感淚必至！,9789865101626,國中
國學潮人誌，古人超有料——12位最強男神女神，成敗起伏的生命中，有哪些與眾不同的求生姿態、不同的「潮」,9789863447535,國中
動物教我成為更好的人：不管有幾隻腳，都要在人生道路上勇敢的前進,9789863616993,國中
111個最難忘的故事(第一集),9789869550895,國中
111個最難忘的故事(第二集),9789869608954,國中
最好不過日常：有時台北，有時他方,9789573334668,國中
晨讀10分鐘：酷少年故事集,9789575036867,國中
晨讀10分鐘：你的獨特，我看見,4717211028599,國中
臺諺55走跳江湖：臺灣俗諺教會我的處世眉角,9789573289920,國中
漬物語,9789862137390,國中
妖怪、神靈與奇事：台灣原住民故事,9789570847222,國中
羊男的迷宮【電影15週年紀念插圖版】,9789573337126,國中
貓臉少女,9789869653343,國中
傀儡花,9789863870777,國中
芭蕾的故事：古典舞蹈的故事、音樂和魔法,9789866833809,國中
這就是德國人：從食衣住行育樂了解德式生活,9789863363200,國中
這麼蠢的話 為什麼你會相信：別讓謠言擊垮你,9789865541989,國中
病態型自戀：假面閨密、危險情人、慣老闆、控制狂父母、親情勒索……法國頂尖心理師教你如何從50個日常生活場景破解自戀型人格疾患，從有毒關係中重生,9789863449652,國中
運動營養學超入門（暢銷修訂版）,9789864430932,國中
完美食物攝影指南：52堂讓人想咬一口的攝影必修課,9789864087167,國中
幸福瘦：不節食、不復胖，從心開始的23堂療癒減重對話,9789869898980,國中
111個最難忘的故事(第三集),9789869608961,國中
111個最難忘的故事(第四集),9789869639859,國中
成語動物學【鳥獸篇】：閱讀成語背後的故事,9789864778652,國中
成語動物學【蟲魚傳說動物篇】：閱讀成語背後的故事,9789864778645,國中
歷史上的大人物：來認識這世上最不凡、聰明、勇敢的人物吧！,9789571369938,國中
改變歷史的50條鐵路,9789864590766,國中
從車諾比到北韓，12個瘋狂的冒險故事,9789862895467,國中
故事許願機：你許一個願，我用一個真實人生故事回答你,9789863873969,國中
故事裡的不可思議：體驗兒童文學的神奇魔力,9789863570813,國中
遇見鈔票(4版),9789861214924,國中
論語故事輕鬆讀,9789868458215,國中
老爸的剪紙課,9789864590575,國中
紅瓦房(三版),9578211333,國中
蔬果歲時記,9789865813826,國中
費波納契的兔子：50個改變歷史的數學大觀念,9789869956376,國中
茶水間的數學：學校這樣教數學就好了，光靠死背沒有用，每個公式、定理，都是一則思考的故事(暢銷30年重版新書)(三版),9789869481120,國中
數學大圖鑑：伽利略科學大圖鑑1,9789864612352,國中
用故事的方式學幾何,9789869408110,國中
用故事的方式學數學,9789869393393,國中
番薯原來是外國人：種出來的37堂植物課,9789577518156,國中
有關戰爭的100個傳奇,9789865864392,國中
歐洲鈔票故事館（2版）,9789577637086,國中
亞洲鈔票故事館(2版),9789571194127,國中
美洲與大洋洲鈔票故事館,9789577632234,國中
冷知識背後的熱思考：啾啾鞋教你幫大腦開外掛的30個法則,9789864779611,國中
我的第一套世界文學13：小氣財神,9789863597513,國中
我離開之後：一個母親給女兒的人生指南，以及那些來不及說的愛與牽掛。,9789576581502,國中
認得幾個字,9789866873379,國中
花街樹屋,9789865896355,國中
後院有兩棵蘋果樹,9789862136157,國中
尋找阿嘉莎,9789863206989,國中
野花散步,9789863209140,國中
我媽說,9789869237192,國中
逃／我們的寶島，他們的牢,9789571355559,國中
植物博物館,9789869460361,國中
再被狐狸騙一次,9789570835885,國中
騎狼女孩,9789862118290,國中
半個地球的距離,9789863381211,國中
全世界最感人的生物學：用力的活，燦爛的死,9789861337401,國中
河馬教授說故事：大自然裡的生命教育,9789862417621,國中
土壤的救贖：科學家、農人、美食家如何攜手治療土壤、拯救地球,9789869296168,國中
在說出再見之前,9789865102173 ,國中
家常好日子,9789573338895 ,國中
天長地久：給美君的信,9789863983330 ,國中
走路：獨處的實踐,9789571399454 ,國中
大江大海一九四九,4717211008577 ,國中
孩子你慢慢來,9789863870340 ,國中
當老樹在說話：那一年，他們在台南種下的樹,9789866281662 ,國中
哲學樹之旅：漫漫走過千年之路,9789869818858 ,國中
讓高牆倒下吧,9789570814118 ,國中
爸爸的十六封信,9789577515025 ,國中
國文爆卦公社：腦洞大開的19堂古文說書課,9789571474854 ,國中
你好，我是接體員,9789864061419 ,國中
小鬱亂入，抱緊處理,9789861336121 ,國中
茶桌異聞 :從送肉粽到紅眠床34則鹿港怪談紀實,9786263047426 ,國中
德意的一年,9789571395784 ,國中
人生需要酒肉朋友：一起吃飯，不見不散！,9789863986577 ,國中
一個旅人，在西拉雅：遇見台式生活美感,9789861795706 ,國中
臺灣原住民的神話與傳說(1)：泰雅族、布農族、鄒族,9789860674835 ,國中
臺灣原住民的神話與傳說(2)：阿美族、卑南族、達悟族,9789860674866 ,國中
臺灣原住民的神話與傳說(3)：魯凱族、排灣族、賽夏族、邵族,9789860674873 ,國中
好想吃一口：餐桌上的世界地圖,9789865254643 ,國中
晨讀10分鐘 :未來世界我改變,9786263050020 ,國中
晨讀10分鐘 :做自己，不一定要叛逆,9786263052154 ,國中
原來生命習題還能這麼解?!：26種青春必備的哲學思考法,9789865505042 ,國中
"Nala's world,最幸福的旅程 :一人一貓的單車環球冒險",9786263180130 ,國中
走吧!旅途中或許能找到不同的答案：我在徒步環島中，遇見那些別人眼中的自己,9786263291621 ,國中
一不小心就被吉：白話的生活法律對策,9789864061389 ,國中
章魚法官來說法：法律原來可以這麼容易懂！法官媽媽+律師爸爸給孩子的33堂實用法學素養課,9789863448648 ,國中
古人原來這樣過日子2：腦洞超開的40則中國歷史冷知識——從蹲坑必備品到防偽標識、從社畜打卡到後宮大型遊戲……學校沒教的古人日常大搜密,9789863448839 ,國中
人生自古誰不廢：或懷才不遇，或落榜情傷，古代魯蛇的人生堅強講義,9789861372563 ,國中
胖古人的古人好朋友,9789577518866 ,國中
"吃的台灣史 :荷蘭傳教士的麵包,清人的鮭魚罐頭,日治的牛肉吃法, 尋找台灣的飲食文化史。",9789862625125 ,國中
NHK中小學生反霸凌教室(1-3),9789865078584 ,國中
漫畫教科書：生活智慧王①,9789862035443 ,國中
漫畫教科書：生活智慧王②,9789862035481 ,國中
漫畫教科書：生活智慧王③,9789862035511 ,國中
漫畫教科書：生活智慧王④,9789862035580 ,國中
漫畫教科書：生活智慧王⑤,9789862035658 ,國中
漫畫教科書：生活智慧王⑥,9789862035740 ,國中
早知道就不去吃了！20場翻轉中國歷史的暗黑飯局,9789860769470 ,國中
贖罪,9789573327219 ,國中
少女,9789573327974 ,國中
唐朝有嘻哈：唐詩Hip-Hop新解。從海選到決賽，直播大唐國民詩人freestyle說唱現場 ＆ 燃炸battle戰,9789863843245 ,國中
學霸養成記：歷代學子的逆襲之路,9789571398433 ,國中
"陳郁如的食,味,情手札：我的一簾柿餅",9786263050938 ,國中
這些皇帝很有事：嚴謹史實 ╳趣味八卦，中國最有梗的歷史猛料,9789863616535 ,國中
血型小將ABO,9789571351926 ,國中
血型小將ABO2,9789571354392 ,國中
血型小將ABO3,9789571354798 ,國中
血型小將ABO4,9789571357706 ,國中
血型小將ABO5,9789571357980 ,國中
血型小將ABO6,9789571358857 ,國中
血型小將ABO7,9789571360072 ,國中
血型小將ABO8,9789571368405 ,國中
血型小將ABO9,9789571369372 ,國中
血型小將ABO10,9789571370538 ,國中
我的生活趣味生物知識,9789865819897 ,國中
生物異世界：香蕉為什麼沒有籽,9789865819774 ,國中
甲蟲男孩3：最終決戰,9789575037161 ,國中
天空的眼睛,9789570840278 ,國中
泡泡紙男孩,9789869163859 ,國中
銀劍,9789865513795 ,國中
臺南青少年文學讀本：小說卷,9789869581455 ,國中
愛情躍然紙上,9786263162129 ,國中
深夜小狗神祕習題,9789867291110 ,國中
長生石的守護者,9786267000250 ,國中
把好事說成好故事：在實務上踏實，在想法上跳躍，ESG、SDGs必備,9789865257514 ,國中
拒絕平庸,9789864071500 ,國中
在異國餐桌上旅行,9789862728598 ,國中
我就是忍不住笑了,9789573329176 ,國中
大鐘抓小偷,9789574448265 ,國中
學霸不告訴你的用功術,9789578602915 ,國中
非懂不可！青春害羞小煩惱,9789865556037 ,國中
學習如何學習,9789863596585 ,國中
火來了，快跑,9789864062416 ,國中
洗車人家,9789864062072 ,國中
中國歷史智謀故事,9789867648037 ,國中
上一堂人生國文課：希望老師有教我的事，關於際遇、抉擇、傷痛，以及無論順逆都能優雅起身,9789573294016 ,國中
短褲女孩的青春週記,9789864502578 ,國中
小小銀行家的46個法寶,9867763971 ,國中
生活科技，原來如此！：拆解孩子最好奇的家電、手機、3D列印機、太陽能、人造衛星……學習科學知識,9789869330510 ,國中
我愛讀天文的故事,9789864792726 ,國中
天天在家玩科學：19類、共365個超有趣物理化學實驗，孩子在家就能當個小小科學家！,9789862728529 ,國中
科學小學堂：你一定要知道的288個生活常識,9789862031957 ,國中
你管別人怎麼想：科學奇才費曼博士,9789864794836 ,國中
只是開玩笑，竟然變被告2：中小學生和老師家長都需要的法律自保課,9789576586958 ,國中
張曼娟成語學堂I：爺爺泡的茶,9789869473774 ,國中
中學生好享讀：莎士比亞故事選(上),9789863202882 ,國中
管家琪經典文學六書：儒林外史,9789575746216 ,國中
青春動力學：41個喚醒內在原力，找到夢想支點的起手式,9786263052802 ,國中
民間傳說：故事的寶庫,9789575744410 ,國中
天橋上的魔術師,9789868781900 ,國中
透明的螺旋,9789573339137 ,國中
少年讀成語故事1：自然篇,9789865252854 ,國中
少年讀成語故事2：概念篇,9789865252861 ,國中
少年讀世說新語1：亂世中的堅持,9789865252946 ,國中
少年讀世說新語2：人性中的至情,9789865252953 ,國中
少年讀世說新語3：思潮下的智慧,9789865253776 ,國中
念念時光真味,9789861336770 ,國中
噬罪人,9789863421146 ,國中
噬罪人Π試煉,9789863422709 ,國中
富國的富孩子，窮國的窮孩子,9867882326 ,國中
動動腦，賺大錢,9789867882981 ,國中
化學隱藏版:化學原理好簡單！,9789574516186 ,國中
大導演――李安的故事,9789576635540 ,國中
林懷民的故事: 雲門舞集之父,9789576636318 ,國中
黑女孩,9789862354940 ,國中
茉莉人生1:我在伊朗長大,9789869720380 ,國中
茉莉人生2:我在伊朗長大,9789869720397 ,國中
青銅葵花,9789867188168 ,國中
沒有名字的男孩,9789570856057 ,國中
小偵探愛彌兒,9789578544154 ,國中
LOVE台南：在台灣的京都吃喝玩樂,9789571083414 ,國中
不要忘記我: 我與阿茲海默阿嬤的公路逃亡之旅,9786263150607 ,國中
少年讀史記1：帝王之路,9789865252359 ,國中
少年讀史記2：霸主的崛起,9789865252366 ,國中
少年讀史記3：辯士緃橫天下,9789865252373 ,國中
少年讀史記4：絕世英才的風範,9789865252380 ,國中
少年讀史記5：漢帝國風雲錄,9789863203506 ,國中
台南巷框：遇見文學大師葉石濤的時光散步,9789862487235 ,國中
黑色之光：葉石濤文學地景作品選集(三),9789860566789 ,國中
來去府城透透氣：一九三○～一九六○年代文青醫生吳新榮的日常娛樂三部曲,9789869656948 ,國中
小方框裡的大台南：從郵票述說台南府城的故事,9789570530964 ,國中
樂居台南：魚夫手繪鐵馬私地圖,9789862418390 ,國中
微胖生存學：別讓體重決定妳的美,9789861338019 ,國中
生而為粉，我很幸福：有趣爆棚的粉絲內心話，有「推」的人生最美麗,9789861756455 ,國中
義大利繪旅行,9789863590248 ,國中
今天也要去見殺人犯 :韓國犯罪側寫師眼中的人性故事,9789862489765 ,國中
"動物醫生的熱血日記 :貓咪,倉鼠到蜥蜴, 66個最新奇動人的生命故事",9789864773428 ,國中
億萬商機人造肉：從培養皿到餐桌，席捲全球的未來飲食新革命！,9789863619833 ,國中
文藝復興很有事,9789864013913 ,國中
最勇敢的格林童話：奇異的旅程,9789865829438 ,國中
激流三勇士,9789865863418 ,國中
尋找心靈深處的感動,9789571353470 ,國中
在世界地圖上找到自己,9789864791347 ,國中
艾爾摩莎的瑪利亞,9789571393100 ,國中
博物館與它的產地,9786263052031 ,國中
GOOD！古的工藝有智慧：古人也愛玩STEAM！ 25種解決生活難題的巧發明,9789577518873 ,國中
很冷很冷的冷知識：包山包海，有趣有料，不爆冷門，不潑冷水，電擊你僵化的心智,9789863924586 ,國中
都是李雅莉：「約會暴力」──誰都可能受害，卻誰也不敢說,9789864061907 ,國中
不知道的都叫樹,9786267118498 ,國中
SDGs：我們想要的未來【2022增訂版】：17項永續發展目標＆國際實踐範例,9789869113274 ,國中
螞蟻的生存哲學,9789866129414 ,國中
地震100問：最強圖解X超酷實驗 破解一百個不可思議的地科祕密,9789575035723 ,國中
SDGs系列講堂 跨越國境的塑膠與環境問題：為下一代打造去塑化地球我們需要做的事！,9786263292161 ,國中
SDGs系列講堂 全球氣候變遷：從氣候異常到永續發展目標，謀求未來世代的出路,9786263291164 ,國中
SDGs系列講堂 零廢棄社會：告別用過即丟的生活方式，邁向循環經濟時代,9786263294226 ,國中
藝術的故事：世界最偉大的繪畫和雕刻,9789866049873 ,國中
九尾狐餐廳：牽絆的奶油料理,9786269711581 ,國中
溫泉鄉青春曲,9789865102715 ,國中
騎驢少年：人生不是一場旅行,9786263611825 ,國中
大清官宦沉浮,9789578219588 ,國中
大清皇權遊戲,9789578219557 ,國中
老師沒教的歷史腦補課：節日×建築×發明×文化，那個沒有3C產品的年代，看古人如何從生活中找樂子,9786263320512 ,國中
楚亡：從項羽到韓信,9789570841701 ,國中
包公哪有那麼黑：你所不知道的包青天,9789571369600 ,國中
清藏住持時代推理：當和尚買了髮簪,9789869429856 ,國中
課本沒教的天災日本史：地動山搖噴火海嘯 從歷史發現古人的防災智慧,9789573279631 ,國中
古人爆料公社：韓愈吃硫磺？李清照好賭？乾隆最愛cosplay？超有事歷史真相大揭秘,9789865534325 ,國中
三體,9789862626146 ,國中
我們想要的未來3 企業的SDGs成功術：實踐SDGs，不只能賺錢、還能改變未來世界！,9786269629725 ,國中
拿回我們的未來：年輕氣候運動者搶救地球的深度行動,9789571395777 ,國中
海洋的極端生物,9789869480208 ,國中
神廟逃亡：穿越時空，揭開世界古文明的祕密,9789869268462 ,國中
尼采哲學超圖解：從上帝已死、超人到永劫回歸，鍛鍊生命力的66個尼采哲思，讓心變強大的終極解方,9786267191521 ,國中
原子大作用,9789575708290 ,國中
大人不敢跟我們說的秘密,9789863589501 ,國中
我的丈夫其實是女生 ,9786263169135 ,國中
不生氣之後變身有錢人,9786267181447 ,國中
鬼男孩,9789864492688 ,國中
希臘美食史：眾神的禮物,9786269657773 ,國中
陰陽眼大夫,9789865581749 ,國中
少年f臉書奇遇記：一位失意少年的校園翻轉學習和社群網路歷險記,9789869590617 ,國中
千本鳥居百萬神：從30座神社解讀日本史,9789570532067 ,國中
聽說勇者才有資格吃孔雀？：有時美妙，有時臭臭，你不知道的歐洲趣味史之超有事日常,9786263104358 ,國中
鈴芽之旅,9786263522770 ,國中
奇蹟機器狗 ,9786267281086 ,國中
維修專門店貓庵：為需要的人提供肉球,9789863618263 ,國中
印記 第一部：祕密與審判,9789862744673 ,國中
印記 第二部：引戰之火,9789862744871 ,國中
印記 第三部：傷痕,9789862745618 ,國中
舌尖上的古代中國,9789573284482 ,國中
武林正史：武林是什麼、江湖在哪？小說筆下哪些是真實、哪些是虛構？讓「歷史記載」來還原,9789869720809 ,國中
君子溫如玉,9789864015627 ,國中
少女布莉達的恩賜,9786263357020 ,國中
朕的日常：360度展示皇帝日常的爆笑劇場,9789863447603 ,國中
黑神駒,9789570487565 ,國中
租書店的女兒,9789866377716 ,國中
走吧走吧！跟世界做朋友(亞洲篇),9789869591744 ,國中
走吧走吧！跟世界做朋友(歐非洲篇),9789869591751 ,國中
走吧走吧！跟世界做朋友(美洲大洋洲篇),9789869901659 ,國中
森林報報：春天，森林裡有什麼新鮮事！,9789863598046 ,國中
森林報報：夏天，森林裡有什麼新鮮事！,9789863598060 ,國中
森林報報：秋天，森林裡有什麼新鮮事！,9789863598381 ,國中
森林報報：冬天，森林裡有什麼新鮮事！,9789863598398 ,國中
你想活出怎樣的人生？：品格形塑經典，影響日本深遠的一本書,9789861343297 ,國中
讓天賦發光,9789863207412 ,國中
晚安，布拉姆斯：給你的古典音樂入門,9789864491353 ,國中
小矮人全書,9789864594658 ,國中
那些旅行教我的事：用一趟旅行重啟生活的初心，我們終將在路上，和理想的自己相遇,9786263493001 ,國中
少年讀諸子百家1 孔子：仁的世界,9789865254667 ,國中
章魚法官的家庭法學課——法官媽媽＋律師爸爸＋搞笑兒女的「法律家庭生活幽默劇」,9786263104501 ,國中
李偉文的退休進行式,9789571373096 ,國中
50＋的自在活，健康老：李偉文的退休進行式2,9789571381442 ,國中
李偉文的退休進行式3：你好，我好，做公益與世界共好,9786263535190 ,國中
只是開玩笑，竟然變被告3：原來法律也管這些1：青少年必備的法律防身術,9786263580770 ,國中
說不完的甲骨文故事,9786267200810 ,國中
開箱臺灣史 ,9786263537033 ,國中
禁書圖書館,9789865257897 ,國中
創造自己,9789571346908 ,國中
阿提米斯1：精靈律典,9789869639651 ,國中
魯賓遜漂流記,9789863596295 ,國中
臥底身邊的科學秘密：選錯車廂，危險多出好幾倍！,9789869511582 ,國中
山居歲月：我在普羅旺斯，美好的一年,9789573329367 ,國中
日本一城一食：從戰國史秒懂十二現存天守、三大名城、五大老居城、二條城,9789869530576 ,國中
北歐眾神,9789863594079 ,國中
很高興認識你！西班牙,9789868933231 ,國中
害蟲偵探事件簿：50年防蟲專家如何偵破食品中的蟲蟲危機,9789862355732 ,國中
這不是超能力但能操控人心的魔數術學,9789862894095 ,國中
暴食江湖,9789866490170 ,國中
誰才是你真正的好朋友：如何結交正面朋友，遠離會傷害、背叛或暗算你的負面朋友,9789573279792 ,國中
機器人咬人：專家教你戰勝機器人的保命技巧,9789866973741 ,國中
